id,data,bezeroa,hiria,produktua,kategoria,prezioa,unitateak
2496,2025-03-22,Jonatan Pardo Peláez,Jaén,Mahaigaineko ordenagailua,Ordenagailuak,383.77,10
2497,2024-12-13,Emelina Amador Machado,Cantabria,Ordenagailu eramangarria,Ordenagailuak,1072.9,4
2498,2025-03-24,Florencia Coral Blazquez Arenas,Sevilla,Webkamera,Periferikoak,995.15,2
2499,2024-10-05,Néstor Carbó Solsona,Jaén,Monitorea,Periferikoak,1661.8,8
2500,2026-06-11,Aurelia Roma,Soria,Prozesadorea,Osagaiak,1527.6,9
2501,2025-03-09,Calixta Camila Cabañas Hoz,Ourense,Bideratzailea,Sareak,1616.41,8
2502,2026-02-01,Reyes Tomé Carbonell,Huelva,RAM memoria,Osagaiak,1161.65,8
2503,2024-09-24,Fulgencio Teodoro Berrocal Perea,Almería,Wi-Fi egokigailua,Sareak,566.4,1
2504,2026-05-07,Abraham Castro Pi,Navarra,Mahaigaineko ordenagailua,Ordenagailuak,1141.78,1
2505,2026-03-21,Melchor Fulgencio Baquero Domínguez,Málaga,Txartel grafikoa,Osagaiak,931.97,7
2506,2025-03-16,Elías Aguirre Fuster,La Rioja,Mini PC,Ordenagailuak,1417.58,6
2507,2025-12-24,Olivia de Heredia,Murcia,Teklatua,Periferikoak,96.9,4
2508,2025-08-15,Amado Mir Cabrera,Ciudad,SSD diskoa,Osagaiak,773.7,2
2509,2025-01-18,Augusto Gutierrez Dominguez,Zamora,Sagua,Periferikoak,360.4,9
2510,2026-02-06,Valero Pombo Zabala,Toledo,Txartel grafikoa,Osagaiak,460.53,1
2511,2025-10-21,Moreno Tejero Higueras,Pontevedra,Prozesadorea,Osagaiak,959.95,9
2512,2026-01-10,Juliana Espinosa Arteaga,Albacete,Monitorea,Periferikoak,270.1,5
2513,2026-04-16,Zaira Agullo Saura,Las Palmas,Ordenagailu eramangarria,Ordenagailuak,555.71,6
2514,2026-04-26,Sofía del Calvet,Castellón,Mahaigaineko ordenagailua,Ordenagailuak,18.67,6
2515,2026-04-05,Primitiva Bernat-Landa,Huesca,Mahaigaineko ordenagailua,Ordenagailuak,1919.46,7
2516,2025-01-05,Fabiola Nevado Porras,Pontevedra,Switch-a,Sareak,933.54,8
2517,2025-03-15,Paula Carnero Vallejo,Valladolid,Ordenagailu eramangarria,Ordenagailuak,1738.54,4
2518,2025-07-13,Raimundo Querol Pizarro,Murcia,Sagua,Periferikoak,1930.3,6
2519,2025-09-19,Ariel Ferrán Zamorano,Valencia,Monitorea,Periferikoak,1690.5,3
2520,2025-03-01,Nazario Goyo Bayona Matas,Zamora,Txartel grafikoa,Osagaiak,1819.48,3
2521,2025-07-30,Aarón Martin,Asturias,Sare-kablea,Sareak,857.99,2
2522,2025-01-29,Glauco Estevez Marqués,Baleares,Webkamera,Periferikoak,1094.94,7
2523,2026-07-03,Dorotea Tello Amores,Jaén,SSD diskoa,Osagaiak,777.68,10
2524,2025-12-01,Ángeles Almeida Gascón,Navarra,Switch-a,Sareak,11.3,5
2525,2025-09-14,Águeda Miguela Goñi Querol,Tarragona,Prozesadorea,Osagaiak,1572.44,10
2526,2026-03-23,Rosario Carballo Diez,Almería,Txartel grafikoa,Osagaiak,680.76,4
2527,2024-11-10,Amador Pi-Codina,Ávila,Webkamera,Periferikoak,353.16,9
2528,2025-04-16,Juan Antonio Fernández Almagro,Murcia,Prozesadorea,Osagaiak,919.89,10
2529,2026-01-12,Eva María Samper Zaragoza,Ourense,Sare-kablea,Sareak,1836.36,10
2530,2025-12-23,Fausto Cuéllar Cepeda,Madrid,Bideratzailea,Sareak,231.35,9
2531,2026-04-24,Felipa Villanueva Bustamante,Álava,Sare-kablea,Sareak,162.63,4
2532,2025-07-17,Asdrubal del Folch,Cáceres,Webkamera,Periferikoak,1961.46,6
2533,2026-05-14,Aroa Riquelme Mayol,Castellón,Sare-kablea,Sareak,1876.71,9
2534,2024-11-27,Juan José Baeza,Melilla,Ordenagailu eramangarria,Ordenagailuak,1433.6,2
2535,2026-01-06,Josep Benítez Rojas,Huelva,RAM memoria,Osagaiak,1633.87,3
2536,2025-07-04,Humberto Carreño,Asturias,Mahaigaineko ordenagailua,Ordenagailuak,1262.67,6
2537,2025-11-20,Fabián Barbero Herrera,Soria,Sagua,Periferikoak,1236.45,5
2538,2025-10-05,Lidia Gomila Noguera,Ciudad,Teklatua,Periferikoak,318.61,5
2539,2025-12-08,Camilo Montserrat Nogués,León,SSD diskoa,Osagaiak,147.76,3
2540,2025-11-05,Maxi Izquierdo Uriarte,Cádiz,Teklatua,Periferikoak,1682.9,3
2541,2025-07-17,Benjamín Prats Guijarro,Huelva,SSD diskoa,Osagaiak,205.26,9
2542,2025-05-14,Faustino Porras Gelabert,Pontevedra,Sagua,Periferikoak,22.98,8
2543,2025-10-09,Remedios Arteaga Romero,Huesca,Sare-kablea,Sareak,282.8,5
2544,2025-11-08,María Del Carmen Teresita Echeverría Campos,Lugo,Mini PC,Ordenagailuak,1595.24,6
2545,2025-07-26,Ana Belén Batlle,Castellón,Mini PC,Ordenagailuak,968.24,7
2546,2024-10-15,Benito Tejero Gonzalo,Álava,Switch-a,Sareak,630.16,3
2547,2026-03-14,Asdrubal Zapata-Gras,La Rioja,RAM memoria,Osagaiak,383.93,4
2548,2025-05-10,Asdrubal Cabo Menendez,Cuenca,Switch-a,Sareak,612.97,9
2549,2025-01-15,Cayetano Losa Hierro,Álava,Monitorea,Periferikoak,904.52,6
2550,2024-12-19,Inmaculada Bas,La Rioja,Mahaigaineko ordenagailua,Ordenagailuak,21.78,10
2551,2024-12-08,Felicia Fernández Bas,Lleida,Teklatua,Periferikoak,660.39,3
2552,2026-05-29,Octavio Barba Verdugo,Jaén,Teklatua,Periferikoak,1371.99,2
2553,2026-01-06,Fátima Montenegro Lastra,Valencia,Mini PC,Ordenagailuak,1220.22,1
2554,2025-03-19,Olivia Pizarro Roselló,Pontevedra,RAM memoria,Osagaiak,1592.21,10
2555,2025-03-13,Fátima de Ibáñez,Asturias,Sagua,Periferikoak,1251.86,1
2556,2026-04-18,Bernardino Enrique Comas Mariscal,Jaén,Txartel grafikoa,Osagaiak,1384.22,9
2557,2025-04-09,Cosme Marín,Ciudad,SSD diskoa,Osagaiak,432.6,6
2558,2026-08-10,Francisca Rubio,Toledo,Ordenagailu eramangarria,Ordenagailuak,1044.55,6
2559,2025-01-30,Prudencio de Pla,Navarra,Monitorea,Periferikoak,708.2,8
2560,2025-02-20,Luis Olivera Cárdenas,Pontevedra,Monitorea,Periferikoak,1805.61,1
2561,2025-11-13,Trinidad Ileana Luque Morillo,Guadalajara,Prozesadorea,Osagaiak,1724.6,7
2562,2024-10-26,Beatriz Zabala Fortuny,Alicante,Monitorea,Periferikoak,566.17,9
2563,2025-02-25,Erasmo Quesada-Pi,Las Palmas,Sare-kablea,Sareak,1211.68,10
2564,2025-08-23,Odalis Campillo Seco,Las Palmas,Teklatua,Periferikoak,179.33,10
2565,2026-07-18,Albert Garrido Zabaleta,Zamora,Sare-kablea,Sareak,215.43,7
2566,2026-05-22,Iris Moreno Abad,Asturias,Sare-kablea,Sareak,1937.2,2
2567,2025-09-17,Eladio Lope Escrivá Fuente,Tarragona,Switch-a,Sareak,1990.47,10
2568,2025-11-18,Agustina Lobo Morante,Segovia,Wi-Fi egokigailua,Sareak,1605.52,7
2569,2025-09-12,Alonso Borja Lamas Enríquez,Asturias,Txartel grafikoa,Osagaiak,1707.89,9
2570,2026-07-12,Beatriz Mas Aragonés,Guipúzcoa,Prozesadorea,Osagaiak,1770.87,4
2571,2026-06-22,Inés Duque Peñalver,Málaga,Teklatua,Periferikoak,1293.52,4
2572,2025-11-16,Teodora Azorin Pol,Guadalajara,Monitorea,Periferikoak,457.2,2
2573,2026-04-08,Isidoro Pi Mínguez,Zaragoza,Mini PC,Ordenagailuak,1333.26,1
2574,2026-01-06,Teodora Peinado,Teruel,Webkamera,Periferikoak,946.44,9
2575,2026-04-01,Victor Manuel Garzón Ponce,La Rioja,Switch-a,Sareak,110.24,7
2576,2025-03-28,Curro Mauricio Jordá Quintana,Valencia,RAM memoria,Osagaiak,481.13,9
2577,2026-01-29,Clímaco Girón Peláez,Soria,Mahaigaineko ordenagailua,Ordenagailuak,186.61,1
2578,2026-06-30,Venceslás Salom Mata,Huelva,Sare-kablea,Sareak,950.54,3
2579,2026-07-05,Delfina Poza Sales,Tarragona,Bideratzailea,Sareak,1048.78,9
2580,2026-05-11,Ruben Valcárcel-Perelló,Soria,Wi-Fi egokigailua,Sareak,1336.3,5
2581,2025-01-02,Susana Falcón Salmerón,Zamora,Monitorea,Periferikoak,1803.3,4
2582,2025-07-05,Manuela Talavera Lucena,Córdoba,Switch-a,Sareak,51.61,7
2583,2025-06-09,Marc Iván Orozco Folch,Ávila,Bideratzailea,Sareak,654.96,8
2584,2026-01-12,Amor Barragán,Segovia,Prozesadorea,Osagaiak,1174.35,1
2585,2025-06-22,Paola Velasco Conesa,Valencia,Wi-Fi egokigailua,Sareak,1484.33,6
2586,2025-10-12,Morena Rocamora Pavón,Guipúzcoa,RAM memoria,Osagaiak,1876.25,3
2587,2025-08-03,Maximiano Alcalde Arco,Lleida,Bideratzailea,Sareak,1756.73,2
2588,2024-11-06,Saturnino del Pardo,Asturias,Ordenagailu eramangarria,Ordenagailuak,1233.88,10
2589,2026-05-25,Armando Cal Monreal,Valencia,Sare-kablea,Sareak,1617.35,7
2590,2024-11-18,Joel Jacobo Rodríguez Buendía,Málaga,Sare-kablea,Sareak,1374.0,5
2591,2026-03-13,Gloria Pla Colom,Valencia,Wi-Fi egokigailua,Sareak,1463.17,6
2592,2025-06-01,Maristela Florentina Alegria Zurita,Cuenca,Switch-a,Sareak,1441.29,4
2593,2026-03-10,Ofelia Estevez-Valderrama,Girona,Ordenagailu eramangarria,Ordenagailuak,651.35,8
2594,2025-12-22,Carmelita Cortés Bautista,Almería,SSD diskoa,Osagaiak,142.27,2
2595,2025-06-25,Jose Carlos Fabio Sanmartín Hervia,Navarra,Bideratzailea,Sareak,523.58,9
2596,2025-01-24,Emperatriz Mate Castellanos,Cantabria,Monitorea,Periferikoak,1245.33,5
2597,2024-10-06,Álvaro Gonzalez Vargas,Segovia,Ordenagailu eramangarria,Ordenagailuak,1721.45,2
2598,2025-07-22,Julia Mate Bustos,Ávila,Switch-a,Sareak,1886.46,2
2599,2024-09-30,Lola Pereira Ferrán,La Rioja,SSD diskoa,Osagaiak,1099.1,6
2600,2026-08-19,Renata Pastor,Tarragona,Prozesadorea,Osagaiak,1006.7,10
2601,2025-06-01,Roxana María Teresa Barco Yáñez,Teruel,Teklatua,Periferikoak,1882.21,9
2602,2025-05-23,Sofía Cano,Lleida,Wi-Fi egokigailua,Sareak,1557.79,3
2603,2025-10-21,Lázaro Giménez Merino,Navarra,Prozesadorea,Osagaiak,1504.7,4
2604,2026-05-14,Cecilia Jove Castejón,Granada,Ordenagailu eramangarria,Ordenagailuak,215.88,10
2605,2025-11-17,Rico de Cal,Asturias,Monitorea,Periferikoak,321.6,4
2606,2024-11-29,Eusebio Querol Borja,Ciudad,Teklatua,Periferikoak,685.82,6
2607,2025-02-13,Amílcar Montes Godoy,Cantabria,Teklatua,Periferikoak,1660.39,5
2608,2025-08-18,Anunciación de Asenjo,Huesca,Mini PC,Ordenagailuak,1129.38,6
2609,2025-08-23,Cándida Mayoral Morell,Baleares,Sagua,Periferikoak,1228.75,2
2610,2025-07-17,Tecla Yolanda Lasa Nogueira,Almería,Txartel grafikoa,Osagaiak,633.87,2
2611,2024-10-10,Álvaro Piñeiro Pintor,Albacete,Ordenagailu eramangarria,Ordenagailuak,1838.96,9
2612,2025-01-18,Bonifacio Casal-Quiroga,La Rioja,RAM memoria,Osagaiak,316.87,2
2613,2025-06-10,Carlota Piquer Pizarro,Albacete,Switch-a,Sareak,1298.34,8
2614,2026-03-22,Francisco Jose Grau Chamorro,Madrid,Ordenagailu eramangarria,Ordenagailuak,1561.16,9
2615,2024-10-29,Cayetano Coello,Alicante,Sare-kablea,Sareak,1874.34,9
2616,2025-12-17,Edu Feijoo Sierra,Burgos,Monitorea,Periferikoak,185.37,6
2617,2026-07-13,Fito Vigil Alvarado,Santa Cruz de Tenerife,Txartel grafikoa,Osagaiak,37.48,1
2618,2025-11-01,Ruy Espada Juárez,La Rioja,Monitorea,Periferikoak,1740.38,8
2619,2025-08-19,Nydia Nogueira Arnaiz,Córdoba,Teklatua,Periferikoak,1304.64,10
2620,2025-08-08,Cristian Aranda-Burgos,Guipúzcoa,Monitorea,Periferikoak,888.17,4
2621,2025-10-16,Isaura Piquer,Las Palmas,Switch-a,Sareak,156.26,7
2622,2025-07-25,Venceslás Cervera Alvarado,Badajoz,Mini PC,Ordenagailuak,1782.24,9
2623,2024-09-30,Jose Angel Lluch-Salvador,Valladolid,Bideratzailea,Sareak,443.65,1
2624,2025-05-22,Tiburcio Vázquez-Mora,Navarra,RAM memoria,Osagaiak,1952.91,10
2625,2025-05-06,Olivia Carro-Jover,Zaragoza,Teklatua,Periferikoak,1965.46,4
2626,2025-08-11,Dafne del Buendía,Lugo,Sagua,Periferikoak,1314.7,10
2627,2026-03-09,Nando Prada Uriarte,Zaragoza,Monitorea,Periferikoak,1775.65,9
2628,2026-05-11,Pilar Riba,Jaén,Switch-a,Sareak,1219.21,6
2629,2026-06-23,Juan José Cózar Abellán,Melilla,RAM memoria,Osagaiak,320.31,6
2630,2024-10-24,Lola Novoa,Murcia,SSD diskoa,Osagaiak,1400.54,8
2631,2026-01-03,Agustina Pujol,Guadalajara,Switch-a,Sareak,987.34,5
2632,2026-05-23,Eva María Collado Bernad,Huelva,Sagua,Periferikoak,171.61,6
2633,2026-02-05,María Carmen Cuadrado Vaquero,Cuenca,Webkamera,Periferikoak,1982.35,2
2634,2026-02-21,Juan José Guadalupe Crespi Romero,Guadalajara,Ordenagailu eramangarria,Ordenagailuak,1723.95,2
2635,2025-07-30,Consuelo Ledesma Ramos,Zamora,Wi-Fi egokigailua,Sareak,152.98,6
2636,2025-05-08,Mariano Quintana Saez,Ciudad,Bideratzailea,Sareak,1875.6,10
2637,2025-06-07,Salomé Espejo,Baleares,Txartel grafikoa,Osagaiak,1611.24,1
2638,2026-03-31,Maricela Talavera Cortina,Cuenca,Ordenagailu eramangarria,Ordenagailuak,263.67,5
2639,2025-05-04,Carina Julia Pizarro Reguera,Ourense,SSD diskoa,Osagaiak,897.83,1
2640,2026-05-04,Alexandra Llobet,Zamora,Ordenagailu eramangarria,Ordenagailuak,407.38,9
2641,2024-11-15,Tomasa Gilabert Ródenas,Huesca,Mini PC,Ordenagailuak,822.51,8
2642,2026-08-02,Dorita Llamas Riera,Huelva,Ordenagailu eramangarria,Ordenagailuak,1204.19,7
2643,2025-12-16,Julieta Lastra Quintana,Madrid,Ordenagailu eramangarria,Ordenagailuak,103.8,6
2644,2025-07-09,Mateo Luciano Barros Campo,Teruel,SSD diskoa,Osagaiak,842.56,3
2645,2026-03-16,Aristides Palau Montesinos,Navarra,Sagua,Periferikoak,1768.2,8
2646,2025-05-30,Malena Chamorro Borrell,Jaén,Switch-a,Sareak,858.33,4
2647,2025-07-11,Débora Maldonado,Álava,Webkamera,Periferikoak,1154.78,1
2648,2026-05-22,Nazario Cabo Vargas,Lleida,Sare-kablea,Sareak,772.47,2
2649,2025-11-15,Eutimio Báez-Melero,Guipúzcoa,RAM memoria,Osagaiak,1381.12,7
2650,2025-12-20,Juan Bautista Hidalgo Villar,Sevilla,Webkamera,Periferikoak,562.56,8
2651,2025-06-06,Marisela Arco Teruel,Huesca,Wi-Fi egokigailua,Sareak,625.92,10
2652,2026-01-10,Melchor Maza,Vizcaya,Webkamera,Periferikoak,1104.6,8
2653,2025-05-27,Rosalía Díaz Chico,Palencia,Mahaigaineko ordenagailua,Ordenagailuak,1577.78,1
2654,2025-07-16,Eustaquio de Oliva,Huesca,Sare-kablea,Sareak,960.15,1
2655,2024-12-13,Milagros Iniesta Sevilla,Ceuta,Mahaigaineko ordenagailua,Ordenagailuak,1263.33,4
2656,2026-05-14,Ovidio Tomás-Cañellas,Huelva,Mahaigaineko ordenagailua,Ordenagailuak,964.64,6
2657,2025-03-28,Francisco Javier del Torrents,Badajoz,Sare-kablea,Sareak,1098.42,6
2658,2025-02-27,Bárbara Gámez Coca,Huesca,Wi-Fi egokigailua,Sareak,1136.2,10
2659,2025-09-13,Encarna Serafina Torrents Paredes,Segovia,Webkamera,Periferikoak,829.5,3
2660,2025-12-26,Román Ferrer Reguera,Ciudad,Sagua,Periferikoak,1523.94,5
2661,2024-09-25,Joan Cal Infante,Zaragoza,Sare-kablea,Sareak,1302.91,2
2662,2026-03-10,Nayara Torrijos Higueras,Baleares,Monitorea,Periferikoak,1466.4,10
2663,2026-09-20,Olivia Gascón,Girona,Monitorea,Periferikoak,1467.98,7
2664,2024-12-22,Claudio Pont Cabrero,Asturias,Mahaigaineko ordenagailua,Ordenagailuak,717.78,1
2665,2026-03-31,Pilar Aranda Piñol,Ourense,Mini PC,Ordenagailuak,557.73,1
2666,2025-10-25,Carmina Lucía Milla Mir,La Coruña,Switch-a,Sareak,229.95,6
2667,2026-01-22,Imelda Salgado-Querol,Huelva,RAM memoria,Osagaiak,1624.54,8
2668,2025-06-19,Ofelia Águila Ramón,Madrid,Prozesadorea,Osagaiak,935.16,3
2669,2025-04-09,Custodio Gual Ojeda,Valladolid,RAM memoria,Osagaiak,1258.0,2
2670,2025-02-09,Josefina Zaida Menendez Cózar,Santa Cruz de Tenerife,Monitorea,Periferikoak,1263.29,7
2671,2026-06-07,Faustino del Riba,Vizcaya,Bideratzailea,Sareak,1952.88,5
2672,2025-02-14,Nazaret Aznar Sastre,Zaragoza,Mahaigaineko ordenagailua,Ordenagailuak,1590.8,7
2673,2025-11-07,Guiomar Amaya Vilanova,Guipúzcoa,Sagua,Periferikoak,1947.85,7
2674,2026-07-10,Rufina Lamas Bayo,Málaga,Txartel grafikoa,Osagaiak,883.74,2
2675,2026-05-08,Clímaco Delgado Benet,Santa Cruz de Tenerife,Mini PC,Ordenagailuak,345.41,3
2676,2024-11-23,Luís Torrijos Collado,Zaragoza,Wi-Fi egokigailua,Sareak,812.97,6
2677,2026-08-28,Gonzalo Perales-Garmendia,Huesca,Wi-Fi egokigailua,Sareak,578.36,2
2678,2025-10-09,Natalia del Blázquez,Jaén,Mahaigaineko ordenagailua,Ordenagailuak,389.65,1
2679,2025-01-07,Leoncio Cabrera,León,Webkamera,Periferikoak,1055.38,2
2680,2026-06-15,Eladio Piña Cañizares,Albacete,Teklatua,Periferikoak,539.84,9
2681,2025-02-15,Débora Barreda Cabanillas,Cádiz,Txartel grafikoa,Osagaiak,351.69,4
2682,2024-10-02,José Manuel Tirado Prat,Lleida,Sare-kablea,Sareak,99.93,10
2683,2026-09-17,Irma Camps Gálvez,Jaén,Ordenagailu eramangarria,Ordenagailuak,1521.77,6
2684,2025-09-11,Noemí Bastida Rico,Badajoz,Mahaigaineko ordenagailua,Ordenagailuak,306.5,5
2685,2025-11-07,Aurelio Josué Porta Girón,Ceuta,Switch-a,Sareak,797.38,6
2686,2025-03-30,Josefina Martín Canales,La Coruña,Bideratzailea,Sareak,666.91,4
2687,2025-07-03,Rómulo Aparicio-Torrecilla,Ceuta,Mahaigaineko ordenagailua,Ordenagailuak,272.43,2
2688,2026-02-04,Leoncio Bayón Pereira,Cantabria,Sare-kablea,Sareak,1120.18,10
2689,2025-08-29,Jerónimo Lluch Díez,Guipúzcoa,Switch-a,Sareak,142.76,4
2690,2026-03-09,Carlota Querol Acevedo,Cádiz,Bideratzailea,Sareak,872.73,1
2691,2025-06-18,José Ángel Alarcón-Cid,Cantabria,Wi-Fi egokigailua,Sareak,1121.29,9
2692,2025-02-11,Micaela Anna Acosta Real,León,Sagua,Periferikoak,1818.41,2
2693,2025-05-09,Gonzalo Gelabert-Ochoa,Albacete,Switch-a,Sareak,1509.1,5
2694,2026-07-18,Carlos Hidalgo Fajardo,Ourense,Mahaigaineko ordenagailua,Ordenagailuak,757.65,10
2695,2025-11-11,Damián Nicolau Santiago,Madrid,Sare-kablea,Sareak,171.62,1
2696,2024-10-17,Leyre Sans Barberá,Asturias,RAM memoria,Osagaiak,524.89,7
2697,2025-05-22,Dolores Guardiola Montes,Ciudad,Mahaigaineko ordenagailua,Ordenagailuak,793.71,5
2698,2026-03-29,Ramona Quintanilla Sebastián,Sevilla,Mahaigaineko ordenagailua,Ordenagailuak,1761.7,1
2699,2025-04-16,Fermín Nacio Sanz Guijarro,Santa Cruz de Tenerife,Sare-kablea,Sareak,1562.3,1
2700,2025-03-07,Luis Ángel Rivera-Sanmiguel,Valladolid,Txartel grafikoa,Osagaiak,1840.33,6
2701,2026-04-16,Kike Enrique Aroca Mateos,Toledo,Ordenagailu eramangarria,Ordenagailuak,1732.14,9
2702,2026-09-17,Ainara Nogueira Mancebo,Lugo,Ordenagailu eramangarria,Ordenagailuak,936.76,10
2703,2026-05-13,Samu Jorge Reyes Carpio,Badajoz,Teklatua,Periferikoak,996.73,8
2704,2025-05-05,Fidela Manjón Ortega,Guipúzcoa,Sare-kablea,Sareak,311.65,10
2705,2025-01-12,Nilda Gallo Marti,Cuenca,Bideratzailea,Sareak,1557.26,10
2706,2025-12-12,Octavio Pinto-Álvaro,Valencia,Mahaigaineko ordenagailua,Ordenagailuak,28.55,7
2707,2026-07-29,Anabel Gil Vives,La Rioja,Txartel grafikoa,Osagaiak,74.79,8
2708,2026-07-05,María Perera Solís,Valladolid,Switch-a,Sareak,1171.72,7
2709,2025-06-25,Josefina Espejo Saldaña,Sevilla,Prozesadorea,Osagaiak,117.56,4
2710,2024-12-22,María del Duque,Sevilla,Teklatua,Periferikoak,838.69,3
2711,2025-02-18,Clemente de Azorin,Castellón,Sagua,Periferikoak,521.35,7
2712,2026-04-21,Silvestre Pina Jordán,Soria,Ordenagailu eramangarria,Ordenagailuak,821.78,6
2713,2025-02-10,Lupita Pou Moraleda,Pontevedra,SSD diskoa,Osagaiak,190.17,9
2714,2025-03-19,Alcides Piñeiro Landa,Melilla,Monitorea,Periferikoak,593.68,8
2715,2025-03-22,Luis Miguel Viña Agustín,Cáceres,Monitorea,Periferikoak,721.39,3
2716,2025-05-18,Guiomar Mate Catalán,Guipúzcoa,Ordenagailu eramangarria,Ordenagailuak,987.71,7
2717,2025-10-26,Norberto Escribano Arnal,Toledo,Switch-a,Sareak,350.15,4
2718,2026-07-25,Virgilio Buendía Moreno,La Rioja,Ordenagailu eramangarria,Ordenagailuak,1953.75,10
2719,2025-10-23,Marcia Zamorano Tomé,Melilla,Txartel grafikoa,Osagaiak,420.89,2
2720,2026-05-02,Loreto Gerardo Rebollo Durán,Lugo,Webkamera,Periferikoak,639.38,2
2721,2024-09-30,Ricardo España,Lugo,Bideratzailea,Sareak,44.41,2
2722,2025-02-01,Esperanza Nevado Bernad,Albacete,Ordenagailu eramangarria,Ordenagailuak,1399.2,1
2723,2026-03-05,Fernanda Martorell Pazos,Asturias,Mahaigaineko ordenagailua,Ordenagailuak,569.67,8
2724,2026-01-17,Amaro Leon Ramis,Barcelona,Txartel grafikoa,Osagaiak,659.83,1
2725,2025-06-10,Nieves Salvà Iriarte,Cáceres,Ordenagailu eramangarria,Ordenagailuak,475.92,7
2726,2025-09-10,Emelina Fabregat Franch,Ourense,Mahaigaineko ordenagailua,Ordenagailuak,1044.63,3
2727,2026-02-08,Heliodoro Alarcón,Almería,Prozesadorea,Osagaiak,1775.33,6
2728,2026-09-07,Darío Cañizares Quero,Asturias,Wi-Fi egokigailua,Sareak,1523.84,9
2729,2025-09-24,Martín Seguí Aguilar,Huesca,Teklatua,Periferikoak,1484.13,10
2730,2025-09-21,Nayara Catalán Amorós,Huelva,Bideratzailea,Sareak,1175.16,1
2731,2026-06-05,Leonardo Osorio Cases,Ceuta,Mini PC,Ordenagailuak,310.72,8
2732,2026-05-23,Miriam Figueroa-Tapia,Málaga,Ordenagailu eramangarria,Ordenagailuak,1220.13,6
2733,2026-07-23,Antonio Román Galván,Ávila,Monitorea,Periferikoak,1236.21,1
2734,2025-05-26,Encarna Cano Menendez,Granada,Sare-kablea,Sareak,1698.3,10
2735,2025-01-17,Fulgencio Bernal Villar,Tarragona,Bideratzailea,Sareak,369.38,10
2736,2026-03-09,Reynaldo del Serra,Cáceres,Wi-Fi egokigailua,Sareak,613.24,5
2737,2025-12-27,Teodora Mayo Sevillano,Cáceres,Txartel grafikoa,Osagaiak,746.6,2
2738,2026-07-15,Dani Victoriano Villegas Aroca,Salamanca,Teklatua,Periferikoak,1567.28,5
2739,2026-01-04,Eugenio Sotelo Riquelme,Santa Cruz de Tenerife,Ordenagailu eramangarria,Ordenagailuak,1481.6,10
2740,2024-09-30,Hugo Pablo Tomas,Lugo,Webkamera,Periferikoak,266.36,3
2741,2025-06-29,Bernardino Paz Jurado,Alicante,Switch-a,Sareak,849.76,4
2742,2025-12-02,Plinio Ledesma Barral,Soria,Mahaigaineko ordenagailua,Ordenagailuak,308.59,4
2743,2026-08-14,Renato Seguí Espinosa,La Coruña,Mahaigaineko ordenagailua,Ordenagailuak,1871.8,5
2744,2026-08-25,Ignacia Alberto Alberdi,Melilla,Wi-Fi egokigailua,Sareak,262.78,4
2745,2026-09-08,Lucía Paz Llamas Sanabria,Cáceres,RAM memoria,Osagaiak,1183.68,4
2746,2025-12-18,Zaida Teruel Tapia,Huelva,Sagua,Periferikoak,1772.76,1
2747,2025-01-23,Raimundo Mascaró Sola,La Coruña,SSD diskoa,Osagaiak,26.5,4
2748,2025-12-09,Lucio Arellano Baquero,Granada,Txartel grafikoa,Osagaiak,837.8,5
2749,2025-01-08,Laura Ibañez,Guadalajara,Monitorea,Periferikoak,1353.6,5
2750,2026-01-05,Herberto Ureña Cobo,Valencia,Txartel grafikoa,Osagaiak,912.46,5
2751,2025-12-22,David Octavio Páez Aliaga,Guadalajara,RAM memoria,Osagaiak,1519.99,10
2752,2026-04-24,Carmelita Vilanova Somoza,Guipúzcoa,Txartel grafikoa,Osagaiak,410.31,9
2753,2026-07-07,Agustín del Guerrero,Guipúzcoa,Ordenagailu eramangarria,Ordenagailuak,1293.86,4
2754,2025-02-02,Héctor del Cadenas,Burgos,Mahaigaineko ordenagailua,Ordenagailuak,1557.6,5
2755,2025-12-30,Florentina de Segarra,Almería,Ordenagailu eramangarria,Ordenagailuak,476.44,1
2756,2026-07-24,Amanda Casas Ibarra,Guadalajara,Teklatua,Periferikoak,1682.3,8
2757,2025-06-17,Eufemia Valenzuela Balaguer,Santa Cruz de Tenerife,Mini PC,Ordenagailuak,112.34,3
2758,2026-07-09,Francisco Haroldo Mayoral Belda,Palencia,RAM memoria,Osagaiak,765.47,2
2759,2025-05-16,Rosario Aranda,Vizcaya,Prozesadorea,Osagaiak,1205.11,4
2760,2026-07-15,Otilia Godoy Menéndez,Valladolid,Teklatua,Periferikoak,1267.91,8
2761,2025-05-25,Tecla Miralles Palma,Baleares,Mahaigaineko ordenagailua,Ordenagailuak,890.29,3
2762,2026-09-09,Delfina Alemany Ros,Valencia,Txartel grafikoa,Osagaiak,279.9,9
2763,2026-07-06,Cándida Molina Catalá,Vizcaya,Teklatua,Periferikoak,943.55,2
2764,2024-10-24,Amaro Miralles Pol,Sevilla,Webkamera,Periferikoak,1224.57,8
2765,2025-05-05,Osvaldo Rocamora,Málaga,Ordenagailu eramangarria,Ordenagailuak,1531.97,10
2766,2024-12-12,Álvaro Luís Rios,Almería,Mini PC,Ordenagailuak,448.76,3
2767,2026-05-23,Leyre Cabello,Alicante,Wi-Fi egokigailua,Sareak,1641.5,2
2768,2026-08-09,Lourdes de Ramón,Teruel,Wi-Fi egokigailua,Sareak,186.67,6
